Date,Production_Tons,Electricity_Consumption_MWh,Temperature_Celsius,Humidity_Percent,Weather_Condition,Shift,Downtime_Hours
2026-01-24,529.44,656.79,22.18,43.25,Sunny,Night,3.49
2026-01-25,539.24,611.41,31.02,63.15,Sunny,Night,0.81
2026-01-26,586.58,714.41,40.67,56.22,Rainy,Morning,3.58
2026-01-27,480.37,590.56,32.6,55.43,Cloudy,Evening,3.54
2026-01-28,593.62,712.4,30.83,65.03,Rainy,Morning,1.78
2026-01-29,594.31,692.55,27.12,41.35,Sunny,Evening,2.94
2026-01-30,625.31,724.45,38.36,71.76,Cloudy,Evening,0.87
2026-01-31,574.76,690.52,31.86,52.52,Sunny,Evening,1.87
2026-02-01,531.74,631.67,23.57,66.26,Rainy,Evening,1.81
2026-02-02,539.02,654.08,26.08,68.03,Rainy,Morning,3.42
2026-02-03,604.02,689.47,35.65,60.93,Sunny,Evening,0.19
2026-02-04,548.22,685.11,37.1,79.56,Cloudy,Morning,3.83
2026-02-05,614.48,703.9,31.25,47.16,Rainy,Morning,2.17
2026-02-06,625.39,707.96,24.18,71.17,Cloudy,Night,3.54
2026-02-07,560.99,689.96,25.46,75.26,Sunny,Morning,3.82
2026-02-08,489.98,555.09,27.14,84.17,Rainy,Morning,0.09
2026-02-09,531.04,618.87,25.37,73.11,Cloudy,Morning,1.37
2026-02-10,580.67,673.97,39.03,67.77,Sunny,Night,1.81
2026-02-11,607.25,691.02,26.55,50.12,Cloudy,Night,0.71
2026-02-12,599.77,704.3,27.07,54.18,Cloudy,Morning,1.65
2026-02-13,494.41,576.85,35.73,50.49,Rainy,Morning,0.05
2026-02-14,524.26,641.53,30.5,43.55,Rainy,Night,1.72
2026-02-15,620.68,744.55,28.8,80.87,Cloudy,Morning,3.99
2026-02-16,594.55,672.24,20.64,55.87,Rainy,Night,2.18
2026-02-17,576.59,688.01,37.35,49.52,Rainy,Morning,0.92
2026-02-18,487.63,615.39,41.35,60.77,Sunny,Evening,2.09
2026-02-19,604.54,660.26,27.16,39.73,Sunny,Morning,0.23
2026-02-20,583.96,706.65,33.69,83.69,Sunny,Morning,2.42
2026-02-21,530.45,671.69,38.87,73.58,Sunny,Morning,2.97
2026-02-22,596.94,675.08,24.36,68.71,Sunny,Morning,0.29
2026-02-23,538.12,644.86,37.34,57.49,Rainy,Evening,2.82
2026-02-24,619.84,726.16,26.32,54.26,Sunny,Night,3.29
2026-02-25,525.3,646.24,38.0,47.85,Cloudy,Morning,1.46
2026-02-26,490.66,607.48,24.94,44.36,Cloudy,Evening,3.48
2026-02-27,485.44,605.6,30.6,59.8,Sunny,Night,3.37
2026-02-28,565.44,639.62,27.86,37.23,Cloudy,Morning,1.92
2026-03-01,640.71,733.6,40.46,82.24,Sunny,Morning,0.19
2026-03-02,522.22,668.69,36.72,62.61,Cloudy,Evening,3.66
2026-03-03,640.97,725.8,22.07,46.37,Cloudy,Morning,1.65
2026-03-04,601.9,691.38,20.25,70.61,Cloudy,Morning,1.25
2026-03-05,643.41,757.56,22.91,36.69,Sunny,Morning,3.6
2026-03-06,494.63,655.3,38.84,59.16,Rainy,Evening,3.64
2026-03-07,530.21,662.27,32.4,72.98,Sunny,Night,2.42
2026-03-08,609.29,688.83,20.18,67.37,Sunny,Evening,3.28
2026-03-09,514.91,637.78,40.99,68.13,Cloudy,Evening,2.86
2026-03-10,610.89,700.29,28.17,64.63,Rainy,Evening,0.19
2026-03-11,610.24,699.86,22.3,70.5,Sunny,Morning,1.25
2026-03-12,519.62,652.42,36.1,56.18,Rainy,Night,3.78
2026-03-13,605.3,677.36,23.98,67.38,Rainy,Night,1.57
2026-03-14,519.62,630.94,24.34,55.62,Sunny,Night,2.75
2026-03-15,641.49,716.11,23.13,66.56,Rainy,Evening,2.43
2026-03-16,504.48,615.85,32.83,70.88,Rainy,Evening,3.45
2026-03-17,617.59,749.23,35.66,39.35,Rainy,Morning,3.69
2026-03-18,521.43,656.27,39.32,53.76,Rainy,Morning,3.08
2026-03-19,644.64,761.37,28.57,62.52,Rainy,Evening,3.47
2026-03-20,498.6,604.63,21.41,44.11,Rainy,Morning,2.42
2026-03-21,637.78,750.49,26.41,61.95,Cloudy,Evening,2.28
2026-03-22,516.2,622.4,22.27,84.18,Cloudy,Night,3.24
2026-03-23,554.83,648.62,28.66,82.97,Cloudy,Night,0.62
2026-03-24,622.43,708.54,31.9,71.39,Sunny,Night,2.24
2026-03-25,599.0,663.86,29.78,37.94,Cloudy,Evening,0.02
2026-03-26,511.21,612.11,27.14,35.74,Cloudy,Morning,1.11
2026-03-27,545.33,649.92,34.37,82.33,Rainy,Morning,1.67
2026-03-28,493.17,600.66,39.18,84.92,Cloudy,Morning,0.93
2026-03-29,636.47,718.12,36.93,66.93,Sunny,Evening,0.14
2026-03-30,505.75,585.08,26.66,68.99,Cloudy,Morning,0.63
2026-03-31,517.82,644.81,32.02,69.08,Rainy,Morning,1.79
2026-04-01,577.75,703.35,35.58,76.8,Rainy,Night,3.05
2026-04-02,608.45,692.27,31.05,55.78,Cloudy,Evening,1.14
2026-04-03,500.68,597.54,37.75,44.89,Sunny,Morning,1.59
2026-04-04,644.28,690.72,21.79,66.29,Sunny,Night,0.27
2026-04-05,500.83,603.08,40.62,44.21,Sunny,Night,1.42
2026-04-06,520.15,602.82,26.07,61.7,Cloudy,Night,0.32
2026-04-07,588.46,640.58,22.22,51.68,Sunny,Night,0.39
2026-04-08,513.39,632.45,34.7,62.88,Cloudy,Evening,2.03
2026-04-09,606.53,728.28,21.55,38.02,Rainy,Evening,3.88
2026-04-10,581.56,693.48,20.2,48.56,Sunny,Morning,3.45
2026-04-11,485.93,587.24,39.58,50.12,Cloudy,Morning,1.47
2026-04-12,540.32,655.98,38.37,78.34,Sunny,Morning,0.35
2026-04-13,599.23,697.66,38.07,80.71,Cloudy,Evening,1.99
2026-04-14,594.4,724.87,37.46,71.15,Cloudy,Night,3.12
2026-04-15,513.13,649.19,37.53,47.1,Cloudy,Morning,3.3
2026-04-16,552.51,694.42,40.39,56.28,Sunny,Night,3.24
2026-04-17,485.24,555.07,22.65,51.36,Cloudy,Night,0.48
2026-04-18,529.62,657.13,41.45,37.23,Cloudy,Morning,2.35
2026-04-19,544.87,608.14,20.04,81.23,Sunny,Evening,0.31
2026-04-20,482.3,583.52,34.54,54.07,Rainy,Morning,0.51
2026-04-21,602.02,705.75,24.52,84.46,Sunny,Evening,2.13
2026-04-22,578.27,675.0,32.14,37.03,Rainy,Morning,3.25
2026-04-23,540.1,635.94,25.73,73.92,Rainy,Morning,0.3
2026-04-24,610.61,701.36,35.67,38.49,Rainy,Morning,0.85
2026-04-25,521.09,615.82,30.65,65.08,Rainy,Morning,1.84
2026-04-26,580.25,710.97,30.83,39.07,Rainy,Morning,3.58
2026-04-27,504.82,612.98,24.97,36.14,Rainy,Night,2.56
2026-04-28,500.14,638.59,30.69,72.62,Sunny,Evening,2.91
2026-04-29,554.39,640.28,26.95,37.89,Rainy,Morning,1.87
2026-04-30,631.05,731.19,34.64,38.05,Cloudy,Night,2.68
2026-05-01,486.48,556.6,28.67,40.42,Rainy,Night,0.12
2026-05-02,519.25,628.5,30.89,69.98,Rainy,Morning,3.97
2026-05-03,644.8,766.71,26.26,55.81,Sunny,Morning,3.69
2026-05-04,636.73,695.59,28.76,64.69,Cloudy,Night,0.43
2026-05-05,529.24,606.13,22.41,75.09,Sunny,Night,1.92
2026-05-06,481.65,603.76,37.14,75.84,Sunny,Night,3.47
2026-05-07,488.61,599.74,21.05,77.0,Rainy,Morning,2.54
2026-05-08,496.1,580.45,32.29,60.13,Cloudy,Evening,1.18
2026-05-09,634.2,751.18,27.65,48.29,Cloudy,Night,3.29
2026-05-10,549.4,633.27,24.32,43.03,Rainy,Night,0.24
2026-05-11,594.55,725.26,39.75,77.28,Sunny,Night,2.86
2026-05-12,587.18,676.83,30.54,81.5,Sunny,Evening,1.44
2026-05-13,584.28,656.32,25.89,45.83,Cloudy,Evening,0.24
2026-05-14,512.94,587.81,32.73,53.78,Sunny,Night,0.77
2026-05-15,523.24,592.73,27.87,71.68,Sunny,Morning,0.2
2026-05-16,639.07,759.9,39.95,82.01,Cloudy,Night,3.94
2026-05-17,614.67,703.08,30.71,39.97,Sunny,Morning,0.9
2026-05-18,511.07,615.21,41.83,70.21,Sunny,Morning,0.51
2026-05-19,501.6,627.19,39.27,46.68,Rainy,Night,3.53
2026-05-20,552.95,654.97,39.97,71.73,Cloudy,Night,2.08
2026-05-21,565.55,635.0,23.63,81.25,Rainy,Morning,0.5
2026-05-22,634.62,720.61,20.47,44.03,Cloudy,Night,1.71
2026-05-23,591.92,674.68,30.51,84.38,Sunny,Night,1.99
2026-05-24,519.36,622.32,29.27,53.81,Rainy,Morning,2.14
2026-05-25,493.49,594.4,30.88,69.27,Sunny,Night,2.9
2026-05-26,639.63,763.17,41.78,42.65,Rainy,Evening,1.62
2026-05-27,551.54,686.79,35.95,61.91,Rainy,Night,3.64
2026-05-28,483.45,576.79,39.1,76.29,Sunny,Morning,1.39
2026-05-29,587.47,687.67,39.53,71.28,Sunny,Night,0.52
2026-05-30,519.32,645.52,34.05,79.1,Rainy,Morning,3.71
2026-05-31,526.64,637.8,34.12,60.81,Cloudy,Evening,0.25
2026-06-01,638.67,754.99,25.27,54.86,Rainy,Morning,3.37
2026-06-02,635.22,764.58,41.57,45.99,Sunny,Night,2.47
2026-06-03,604.69,685.44,36.98,65.45,Sunny,Morning,1.39
2026-06-04,540.65,630.15,38.82,59.14,Cloudy,Evening,1.1
2026-06-05,647.96,736.91,30.66,75.93,Cloudy,Evening,0.94
2026-06-06,603.92,705.38,29.92,38.46,Cloudy,Morning,2.06
2026-06-07,481.96,575.93,33.31,82.35,Cloudy,Morning,0.68
2026-06-08,642.96,758.38,27.41,47.73,Cloudy,Morning,3.23
2026-06-09,590.44,678.79,23.38,57.17,Rainy,Morning,3.09
2026-06-10,583.42,668.71,37.08,82.91,Rainy,Night,1.04
2026-06-11,552.92,630.14,21.73,68.49,Rainy,Morning,1.65
2026-06-12,515.35,643.25,39.08,61.36,Sunny,Night,1.06
2026-06-13,623.11,753.88,41.03,70.36,Sunny,Morning,3.78
2026-06-14,541.43,638.7,29.95,78.39,Cloudy,Evening,3.58
2026-06-15,562.98,677.39,36.96,51.89,Cloudy,Night,1.26
2026-06-16,555.23,634.26,22.58,35.86,Cloudy,Evening,0.64
2026-06-17,579.51,667.66,31.88,81.21,Cloudy,Night,1.15
2026-06-18,512.25,631.45,37.01,58.72,Sunny,Night,2.71
2026-06-19,546.66,653.84,34.51,66.72,Sunny,Morning,0.65
2026-06-20,609.93,679.44,25.6,57.81,Sunny,Evening,0.87
2026-06-21,481.63,607.78,30.85,54.5,Rainy,Morning,3.24
2026-06-22,607.49,692.35,23.81,57.45,Sunny,Morning,1.21
2026-06-23,604.78,695.1,30.19,55.33,Sunny,Evening,2.85
2026-06-24,600.89,688.59,33.85,69.54,Cloudy,Evening,1.93
2026-06-25,559.38,614.54,21.18,60.78,Rainy,Night,1.22
2026-06-26,534.4,622.21,34.55,58.18,Rainy,Evening,0.62
2026-06-27,555.98,619.3,23.35,42.69,Cloudy,Night,0.87
2026-06-28,547.95,652.0,39.12,65.02,Sunny,Morning,0.19
2026-06-29,619.93,739.8,31.26,78.36,Cloudy,Morning,3.32
2026-06-30,558.62,673.6,34.15,57.51,Sunny,Evening,2.47
2026-07-01,494.22,617.12,39.71,65.0,Sunny,Evening,1.15
2026-07-02,571.01,658.31,40.17,38.83,Rainy,Morning,1.17
2026-07-03,537.57,635.33,37.34,42.46,Sunny,Evening,1.42
2026-07-04,562.71,658.41,24.64,62.18,Cloudy,Night,0.71
2026-07-05,511.38,610.66,40.07,71.41,Cloudy,Night,0.58
2026-07-06,590.77,676.64,24.54,37.68,Sunny,Morning,1.68
2026-07-07,629.34,717.36,29.42,66.84,Cloudy,Evening,0.2
2026-07-08,527.49,599.96,24.62,79.06,Rainy,Evening,1.01
2026-07-09,586.46,738.93,40.22,61.23,Cloudy,Morning,3.6
2026-07-10,487.54,576.29,23.5,37.85,Cloudy,Night,2.35
2026-07-11,575.65,686.55,31.39,46.17,Cloudy,Evening,1.88
2026-07-12,632.14,738.28,29.41,76.2,Cloudy,Night,2.3
2026-07-13,549.89,660.88,37.91,58.49,Cloudy,Evening,3.62
2026-07-14,630.42,729.01,37.74,70.75,Rainy,Night,1.91
2026-07-15,592.35,682.81,33.78,61.32,Cloudy,Night,0.04
2026-07-16,600.27,680.54,24.3,35.27,Rainy,Morning,1.53
2026-07-17,496.29,633.81,41.2,68.87,Rainy,Night,2.29
2026-07-18,548.82,619.3,21.52,72.94,Cloudy,Night,1.74
2026-07-19,492.43,573.76,32.04,36.06,Rainy,Morning,0.73
2026-07-20,588.27,658.48,21.95,74.2,Sunny,Night,1.17
2026-07-21,504.18,564.43,21.78,58.41,Rainy,Morning,0.06
2026-07-22,499.35,565.44,29.34,76.22,Sunny,Morning,0.44
2026-07-23,566.41,683.36,27.01,39.94,Sunny,Evening,3.29
2026-07-24,537.88,605.33,25.58,66.16,Sunny,Night,1.51
2026-07-25,631.62,775.79,36.78,58.19,Cloudy,Night,3.86
2026-07-26,610.2,732.9,40.6,75.26,Cloudy,Night,0.76
2026-07-27,489.06,584.62,38.84,62.25,Sunny,Morning,0.83
2026-07-28,649.07,749.97,20.37,71.03,Sunny,Morning,3.72
2026-07-29,614.0,716.01,31.94,60.55,Sunny,Night,0.68
2026-07-30,634.95,733.9,36.9,55.87,Rainy,Morning,0.75
2026-07-31,598.56,692.71,23.75,77.51,Cloudy,Morning,2.55
2026-08-01,538.05,666.69,31.11,70.19,Sunny,Night,3.42
2026-08-02,529.97,651.51,32.07,79.33,Cloudy,Night,2.41
2026-08-03,510.19,622.44,35.72,70.73,Rainy,Evening,2.29
2026-08-04,547.5,688.67,38.25,44.23,Cloudy,Morning,2.94
2026-08-05,510.57,613.27,36.83,78.02,Sunny,Night,0.61
2026-08-06,522.32,680.77,41.89,38.8,Sunny,Night,3.77
2026-08-07,486.11,594.08,35.97,43.24,Rainy,Night,1.78
2026-08-08,619.44,696.27,28.59,36.58,Cloudy,Night,1.18
2026-08-09,565.13,650.65,25.98,48.27,Sunny,Night,1.24
2026-08-10,591.51,725.74,33.27,42.53,Rainy,Evening,3.24
2026-08-11,523.86,669.99,32.29,76.09,Rainy,Night,3.83
2026-08-12,554.06,678.61,40.24,59.08,Sunny,Evening,1.64
2026-08-13,544.54,637.06,30.89,35.6,Cloudy,Evening,0.4
2026-08-14,581.95,693.86,41.37,46.73,Cloudy,Evening,2.48
2026-08-15,611.45,737.27,27.89,72.55,Sunny,Morning,3.48
2026-08-16,597.97,684.04,38.43,57.72,Cloudy,Morning,0.68
2026-08-17,506.57,584.05,28.88,44.47,Cloudy,Evening,0.19
2026-08-18,578.59,676.49,28.1,82.39,Rainy,Night,0.65
2026-08-19,508.62,649.62,30.61,48.22,Cloudy,Morning,3.2
2026-08-20,573.24,633.01,22.96,37.22,Sunny,Evening,0.68
2026-08-21,552.54,662.94,26.08,37.08,Rainy,Night,3.06
2026-08-22,595.86,732.35,39.46,60.0,Sunny,Evening,3.4
2026-08-23,535.56,630.98,37.04,76.8,Cloudy,Evening,1.88
2026-08-24,621.73,720.13,41.6,68.16,Sunny,Evening,0.85
2026-08-25,498.3,566.8,25.39,66.7,Rainy,Night,0.02
2026-08-26,485.54,598.51,29.92,55.64,Cloudy,Night,2.63
2026-08-27,511.76,625.99,23.88,49.03,Rainy,Night,2.02
2026-08-28,557.91,648.53,20.19,64.02,Sunny,Night,3.45
2026-08-29,495.86,596.39,41.8,71.78,Rainy,Night,0.64
2026-08-30,520.98,631.32,32.21,46.89,Rainy,Evening,1.76
2026-08-31,580.35,704.25,34.61,76.48,Cloudy,Evening,3.85
2026-09-01,560.02,665.38,36.09,61.26,Cloudy,Night,1.46
2026-09-02,496.27,594.51,23.53,71.3,Rainy,Evening,0.61
2026-09-03,531.79,642.6,24.69,67.29,Cloudy,Night,3.2
2026-09-04,612.17,672.8,26.76,80.85,Cloudy,Morning,0.09
2026-09-05,488.25,596.04,28.86,51.12,Cloudy,Evening,3.71
2026-09-06,564.99,666.72,21.97,84.82,Sunny,Evening,3.19
2026-09-07,499.27,597.78,30.73,78.68,Rainy,Night,2.03
2026-09-08,552.59,642.75,26.26,82.39,Rainy,Evening,2.71
2026-09-09,516.69,619.38,24.37,70.29,Cloudy,Morning,1.85
2026-09-10,499.85,633.73,37.56,39.72,Rainy,Night,1.64
2026-09-11,502.55,617.74,26.28,45.29,Cloudy,Morning,2.16
2026-09-12,522.84,667.1,40.66,50.1,Rainy,Evening,2.68
2026-09-13,629.89,745.2,36.53,79.75,Cloudy,Night,2.69
2026-09-14,494.24,624.71,28.08,45.2,Sunny,Evening,3.9
2026-09-15,540.33,623.53,22.24,65.35,Rainy,Morning,1.9
2026-09-16,505.83,652.77,35.77,36.58,Cloudy,Evening,3.26
2026-09-17,646.73,733.72,31.48,84.28,Sunny,Night,1.72
2026-09-18,513.09,624.18,37.81,64.92,Rainy,Night,2.63
2026-09-19,512.26,630.8,25.73,67.02,Rainy,Morning,2.49
2026-09-20,648.18,746.18,26.75,61.31,Sunny,Night,1.85
2026-09-21,646.78,704.38,31.07,80.63,Rainy,Morning,0.14
2026-09-22,511.73,579.72,20.27,46.7,Cloudy,Night,0.52
2026-09-23,630.49,750.62,35.73,75.18,Rainy,Evening,1.48
2026-09-24,559.26,633.11,20.17,52.71,Rainy,Evening,2.61
2026-09-25,634.13,735.97,21.03,74.88,Sunny,Evening,2.09
2026-09-26,642.09,763.6,39.48,60.87,Cloudy,Morning,2.18
2026-09-27,544.74,685.94,40.5,53.61,Sunny,Evening,3.92
2026-09-28,524.6,612.13,24.53,84.08,Sunny,Evening,2.33
2026-09-29,599.96,715.44,37.49,72.99,Cloudy,Morning,1.32
2026-09-30,483.58,606.0,24.61,58.68,Sunny,Morning,3.67
2026-10-01,649.88,722.01,34.0,38.42,Sunny,Morning,1.48
2026-10-02,527.75,602.41,20.88,57.92,Sunny,Morning,2.53
2026-10-03,599.55,693.81,30.96,43.71,Rainy,Evening,2.5
2026-10-04,555.57,656.4,37.32,54.39,Cloudy,Evening,2.01
2026-10-05,577.11,724.98,33.0,64.84,Cloudy,Morning,3.92
2026-10-06,557.73,661.46,23.73,47.63,Cloudy,Night,3.78
2026-10-07,541.81,650.06,29.0,39.28,Cloudy,Morning,3.54
2026-10-08,545.37,627.69,20.5,79.38,Cloudy,Night,3.27
2026-10-09,557.99,663.05,39.59,67.0,Cloudy,Night,2.19
2026-10-10,643.58,754.7,37.57,40.97,Rainy,Morning,3.01
2026-10-11,538.69,618.96,32.51,72.37,Sunny,Morning,0.76
2026-10-12,499.86,583.27,21.37,42.57,Sunny,Night,0.67
2026-10-13,487.57,590.03,33.34,69.43,Cloudy,Evening,0.14
2026-10-14,580.82,683.2,36.19,83.67,Rainy,Morning,3.21
2026-10-15,541.42,654.01,31.53,68.39,Cloudy,Evening,1.84
2026-10-16,630.02,764.43,32.59,62.17,Rainy,Evening,3.74
2026-10-17,646.55,747.04,36.53,81.01,Rainy,Morning,0.44
2026-10-18,637.7,782.12,36.39,57.12,Cloudy,Night,3.95
2026-10-19,523.96,616.78,23.65,39.02,Sunny,Morning,3.6
2026-10-20,648.13,745.94,20.94,66.72,Cloudy,Evening,2.64
2026-10-21,578.95,656.01,20.88,38.87,Sunny,Evening,0.64
2026-10-22,504.3,644.47,29.44,38.94,Cloudy,Morning,3.83
2026-10-23,500.47,607.69,27.26,65.25,Cloudy,Night,1.67
2026-10-24,559.97,647.86,35.32,56.01,Rainy,Night,0.27
2026-10-25,635.77,757.59,30.63,84.68,Sunny,Night,3.21
2026-10-26,540.98,661.04,36.88,38.13,Rainy,Evening,2.41
2026-10-27,481.49,569.1,25.44,63.62,Cloudy,Night,0.63
2026-10-28,631.99,765.94,37.45,56.39,Cloudy,Evening,3.78
2026-10-29,618.39,725.82,20.93,55.12,Sunny,Morning,2.57
2026-10-30,518.24,658.31,41.33,46.6,Sunny,Morning,3.76
2026-10-31,485.65,635.61,40.1,81.52,Cloudy,Night,2.8
2026-11-01,623.02,719.49,37.44,41.86,Sunny,Evening,1.64
2026-11-02,600.51,665.56,23.46,83.98,Cloudy,Morning,0.25
2026-11-03,570.47,648.52,31.45,77.34,Rainy,Night,1.06
2026-11-04,589.06,698.49,22.27,82.52,Sunny,Night,2.17
2026-11-05,623.07,714.71,41.54,81.59,Cloudy,Night,0.98
2026-11-06,606.06,693.81,25.3,60.42,Cloudy,Morning,0.64
2026-11-07,497.3,616.53,41.02,53.25,Sunny,Morning,1.01
2026-11-08,624.64,709.05,40.17,52.82,Sunny,Evening,0.59
2026-11-09,497.48,606.22,21.86,50.96,Cloudy,Morning,1.62
2026-11-10,526.32,631.61,36.81,69.37,Cloudy,Morning,1.2
2026-11-11,509.79,590.65,32.9,46.44,Rainy,Evening,0.91
2026-11-12,500.76,644.47,36.19,42.6,Cloudy,Evening,3.79
2026-11-13,632.26,776.44,41.08,76.46,Rainy,Night,3.36
2026-11-14,491.62,640.19,33.33,39.77,Cloudy,Night,3.87
2026-11-15,620.72,730.84,26.81,35.63,Cloudy,Night,1.89
2026-11-16,581.57,670.61,30.2,40.65,Cloudy,Evening,2.19
2026-11-17,641.93,709.86,20.23,75.81,Sunny,Morning,0.27
2026-11-18,574.41,696.07,38.57,48.63,Sunny,Morning,2.89
2026-11-19,615.72,740.12,26.98,49.55,Cloudy,Evening,3.24
2026-11-20,568.87,664.71,31.58,36.82,Cloudy,Morning,3.28
2026-11-21,637.12,709.32,20.06,73.07,Sunny,Evening,1.49
2026-11-22,585.38,686.61,26.89,74.39,Sunny,Morning,2.71
2026-11-23,554.28,689.02,41.41,46.61,Sunny,Evening,3.34
2026-11-24,556.82,658.87,35.04,42.37,Cloudy,Evening,1.9
2026-11-25,551.15,690.09,40.36,53.59,Rainy,Morning,3.96
2026-11-26,520.91,594.27,22.71,35.32,Rainy,Morning,2.27
2026-11-27,578.72,650.1,22.86,49.32,Sunny,Morning,0.73
2026-11-28,504.9,576.61,28.23,74.19,Cloudy,Evening,0.04
2026-11-29,543.94,639.06,22.58,45.83,Sunny,Night,1.73
2026-11-30,641.92,740.0,30.88,54.85,Cloudy,Evening,1.35
2026-12-01,557.95,669.39,34.25,74.3,Rainy,Morning,2.72
2026-12-02,505.32,662.46,41.11,79.72,Cloudy,Evening,3.3
2026-12-03,518.31,604.06,30.33,48.61,Rainy,Morning,2.06
2026-12-04,618.08,763.74,39.93,73.19,Cloudy,Night,3.55
2026-12-05,541.43,684.75,41.68,54.62,Rainy,Morning,2.1
2026-12-06,572.8,684.57,37.35,76.59,Sunny,Night,2.19
2026-12-07,563.28,686.0,39.3,56.47,Sunny,Evening,0.98
2026-12-08,522.92,660.73,39.63,36.25,Cloudy,Morning,2.75
2026-12-09,554.51,642.44,29.36,70.2,Rainy,Evening,0.75
2026-12-10,559.03,652.87,38.05,81.28,Rainy,Morning,2.0
2026-12-11,588.6,693.43,37.02,65.57,Sunny,Evening,1.98
2026-12-12,602.32,667.27,26.7,55.14,Sunny,Evening,0.02
2026-12-13,494.91,613.33,28.47,72.06,Sunny,Evening,2.43
2026-12-14,524.52,603.68,21.04,48.59,Cloudy,Night,0.55
2026-12-15,496.11,593.67,25.44,83.9,Rainy,Night,2.65
2026-12-16,556.64,650.22,27.37,81.28,Rainy,Evening,2.92
2026-12-17,616.92,729.27,37.07,36.41,Cloudy,Night,0.63
2026-12-18,633.67,722.51,39.65,59.22,Cloudy,Morning,0.51
2026-12-19,611.08,715.25,24.82,47.94,Cloudy,Evening,1.61
2026-12-20,606.33,706.01,37.21,84.48,Sunny,Night,1.21
2026-12-21,543.81,621.68,21.49,58.18,Rainy,Night,2.91
2026-12-22,644.58,739.04,41.22,74.06,Sunny,Morning,1.3
2026-12-23,643.26,702.79,31.59,76.05,Rainy,Night,0.36
2026-12-24,626.72,741.71,22.48,80.36,Rainy,Evening,3.52
2026-12-25,543.31,672.82,35.01,37.15,Sunny,Evening,2.32
2026-12-26,628.23,698.53,36.05,77.39,Rainy,Night,0.24
2026-12-27,516.44,606.51,33.49,49.93,Sunny,Evening,0.95
2026-12-28,611.08,703.35,20.65,36.68,Rainy,Night,3.17
2026-12-29,590.77,718.75,31.11,60.42,Cloudy,Evening,3.12
2026-12-30,564.52,687.75,39.22,39.8,Sunny,Morning,3.87
2026-12-31,649.62,746.46,26.87,61.09,Cloudy,Morning,3.87
